,Titular,URL,Usuari,Entrada,Meneos,Clics,Comentaris,Vots Positius,Vots Anònims,Vots Negatius,Categoria,Karma,Data Submissió
147, El descalabro de Facebook deja una lección importante: los SMS no sirven como sistema de autenticación en dos pasos ,https://www.xataka.com/seguridad/descalabro-facebook-deja-leccion-importante-sms-no-sirven-como-sistema-autenticacion-dos-pasos,juan87,"No es difícil imaginar que esos datos puedan servir para que un delincuente logre suplantar nuestra identidad y lograr por ejemplo un duplicado de nuestra tarjeta SIM. El inquietante SIM swapping está a la orden del día, será él quien reciba el PIN para hacer esa transferencia bancaria o completar esa compra en Amazon, no tú, pero serás tú quien pague el pato (y la factura).",283,4135,97,112,171,3,tecnología,344,08-04-21 17:48
148, El fin de la era de la gasolina: su demanda tocó techo en 2019 y no volverá a recuperarse ,https://www.eleconomista.es/mercados-cotizaciones/noticias/11147824/04/21/Economia-La-AIE-estima-un-reequilibrio-en-el-mercado-mundial-de-petroleo-tras-la-caida-sin-precedentes-por-el-Covid19.html,Chabelitaenanita,"La Agencia Internacional de la Energía (AIE) cree que la demanda de la gasolina no volverá a alcanzar los niveles de 2019. La crisis del covid ha adelantado la llegada del punto de no retorno para este combustible. Las mejoras en la eficiencia de los nuevos vehículos, las nuevas alternativas en el transporte y el coche eléctrico impedirán que la gasolina recupere los niveles de 2019.",290,1608,92,120,170,0,actualidad,359,08-04-21 15:36
149, Pablo Iglesias propone retirar todas las ayudas a la tauromaquia ,https://www.elconfidencial.com/espana/madrid/2021-04-08/pablo-iglesias-propone-retirar-ayudas-tauromaquia-madrid_3025660/,Wurmspiralmaschine,"El candidato de Podemos a la Presidencia de la Comunidad de Madrid, Pablo Iglesias, ha propuesto este jueves retirar todas las ayudas a la tauromaquia y cerrar el Centro de Asuntos Taurinos de Madrid. Según informa el partido en una nota de prensa, Iglesias ha hecho este planteamiento durante una visita al Centro de Protección Animal de Rivas-Vaciamadrid.Por su parte, la presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso, ha anunciado este jueves un acuerdo para promover 18 festejos taurinos en municipios de menos de 8.000 habitantes",812,816,245,213,599,37,actualidad,361,08-04-21 16:01
150, Dos presidentes visitaron Turquía. Solo al hombre se le ofreció una silla ,https://www.nytimes.com/es/2021/04/07/espanol/turquia-Ursula-von-der-Leyen.html,lainDev,"¿Desaire o descuido del protocolo? Los analistas dijeron que el gesto que dejó en una posición incómoda a Ursula von der Leyen, presidenta de la Comisión Europea, es un símbolo del trato que da Turquía a las mujeres.",567,4857,153,217,350,3,actualidad,324,08-04-21 15:28
151, BlackRock: vacunas en manos de oscuros fondos ,https://lasoga.org/blackrock-pzifer-vacunas/,BejarBurel,"Pfizer pidió quedarse con los glaciares de Tierra del Fuego si Argentina no pagaba sus vacunas. Buenos Aires se negó y ahora vacunan con la rusa Sputnik. La revelación es de uno de los negociadores argentinos, el médico Jorge Rachid. Uno de los dueños de Pfizer es BlackRock, el mayor fondo de inversión del mundo y usurero de la deuda del país austral. En España está en todos los grandes bancos y ya es el mayor casero del país. Los fondos viven de hacernos sus deudores. Ahora se están haciendo más millonarios con la vacuna contra el virus",664,2112,72,225,439,11,actualidad,371,08-04-21 10:43
152, Un agente antidisturbios lanza una piedra a los manifestantes ayer en Vallecas ,https://twitter.com/Miquel_R/status/1380161401981919240,nitsuga.blisset,Video que muestra un agente antidisturbios de la UIP de la Policía Nacional lanzando una piedra a los manifestantes.,1279,13724,282,495,784,11,actualidad,503,08-04-21 16:30
153," Francisco José Contreras (Vox): ""Si se calienta un poco el planeta, se reducirán las muertes por frío"" ",https://www.lasexta.com/noticias/nacional/francisco-jose-contreras-vox-si-se-calienta-un-poco-el-planeta-se-reduciran-las-muertes-por-frio_20210408606efe615cf6d70001f6d421.html,Mis_cojones_en_bata,"Polémicas declaraciones del portavoz de Vox en la comisión del Congreso que analiza el cambio climático. Francisco José Contreras ha señalado el hecho de que ""se caliente un poco el planeta, reduciría las muertes por frío"" porque a día de hoy ""fallecen más personas de frío que de calor"". El diputado de la formación de extrema derecha ha cuestionado que el cambio climático ""nunca ha sido una amenaza para la supervivencia"", a pesar de las evidencias y la cantidad de estudios que demuestran lo contrario.",1065,2089,201,407,658,4,actualidad,385,08-04-21 15:21
154, Este es el origen del nombre de las montañas más emblemáticas del mundo ,https://viajes.nationalgeographic.com.es/lifestyle/este-es-origen-nombre-montanas-mas-emblematicas-mundo_16679,Octaviano,"Desde volcanes inactivos hasta macizos, pasando por montañas y picos, sus nombres esconden significados que hablan de su historia y que mezclan tradición, mitología y aventura.",136,3657,29,70,66,0,cultura,348,08-04-21 14:09
155," Encuentran en Egipto el 'Ascenso de Atón', el descubrimiento más importante desde la tumba de Tutankamón ",https://www.20minutos.es/noticia/4648655/0/encuentran-en-egipto-bajo-la-arena-una-gran-ciudad-perdida-de-3-000-anos/,Currela,"El Gobierno egipcio anunció este jueves el hallazgo bajo la arena en la monumental Luxor de una gran ciudad de unos 3.000 años de antigüedad que se hallaba perdida y que se encuentra en un buen estado de conservación. Se trata del ""mayor asentamiento administrativo e industrial de la era del Imperio Egipcio en la orilla occidental de Luxor"" y ""la mayor ciudad jamás encontrada en Egipto"". La urbe recibió el nombre de ""El Ascenso de Atón"" y estuvo activa durante los reinados de faraones de la Dinastía XVIII, como Amenhotep III o Tutankamón.",288,3204,43,136,152,0,actualidad,389,08-04-21 15:38
156, La Policía señala a Santiago Abascal por los disturbios en Vallecas ,https://www.huffingtonpost.es/entry/santiago-abascal-vallecas-policia_es_606ef3bdc5b6c70eccaeeb0d?due,Tiopio,"El líder de Vox es el señalado por la Policía Nacional, según fuentes policiales citadas por el diario ABC: “Si Abascal no hubiera hecho de policía tal vez no habría 21 agentes heridos”. Este diario afirma que un agente pidió a Abascal que no cruzara el cordón de seguridad y que éste “hizo caso omiso”.  El líder ultraderechista se bajó de la tribuna, donde había dado un breve discurso, y se dirigió hacia los manifestantes.  Según ABC, “se dedicó a contar pasos, a tomar medidas imaginarias en el aire y a encararse con quienes tenía enfrente”.",1425,4630,261,532,893,54,actualidad,509,08-04-21 15:32
157, El gran salto hacia atrás de Turquía ,https://www.elindependiente.com/opinion/2021/04/03/el-gran-salto-hacia-atras-de-turquia/,PAUL2,"Erdogan ha anunciado la retirada de su país del Convenio de Estambul, una muestra más de la deriva autoritaria que la UE censura",415,2049,88,153,262,0,politica,373,08-04-21 10:05
158, Europa deja en manos de los países que sus regiones puedan comprar la vacuna Sputnik ,https://www.20minutos.es/noticia/4648178/0/europa-deja-manos-paises-reginoes-vacuna-sputnik/,Miguel.Lacambra,"La Comisión Europea (CE) ha destacado hoy que las regiones de UE pueden comprar vacunas que no forman parte de la estrategia comunitaria , como la Sputnik V.""Si una vacuna no es parte de la cartera de vacunas de la UE, los Estados miembros pueden decidir comprarla. El hecho de si las regiones pueden adquirirla depende de la estructura institucional de ese Estado"", ha declarado el portavoz de Sanidad de la CE.Bruselas se ha expresado en ese sentido después de conocerse que  Madrid inició hace dos meses conversaciones para comprar Sputnik V",325,809,135,141,184,22,actualidad,352,07-04-21 23:08
159, Fiscalía pide un año para el periodista de OK Diario que acosó a los hijos de Irene Montero y Pablo Iglesias ,https://www.elsaltodiario.com/periodismo/fiscalia-pide-ano-carcel-para-alejandro-sanmiguel-entrambasaguas-ok-diario-acoso-hijos-irene-montero-pablo-iglesias,JusticiaParaMAG,"Antes de la apertura del juicio oral, Fiscalía pide para el acusado, Alejandro Sanmiguel Entrambasguas, un año de prisión y la condena en costas. El escrito fechado en noviembre pero que ha trascendido esta semana de abril de 2021, acusa a este empleado de un delito de acoso, tipificado en el artículo 172 del Código Penal.",1146,3141,178,421,725,5,actualidad,430,08-04-21 12:51
160, La reliquia de Guiza hallada en una caja de puros es aún más antigua que la Gran Pirámide ,https://www.abc.es/cultura/abci-reliquia-guiza-hallada-caja-puros-mas-antigua-gran-piramide-202104071235_noticia.html,JORGE75,"Los análisis con radiocarbono realizados a los fragmentos de cedro indican que la madera data de unos 500 años antes del reinado del faraón Keops El ingeniero Waynman Dixon encontró esta pieza de cedro en la llamada Cámara de la Reina en 1872 junto a un gancho de cobre y una bola de dolerita. Desde entonces a estos tres objetos, los únicos que se han recuperado de la pirámide, se les conoce como las 'Reliquias de Dixon'.",156,2295,42,74,82,1,cultura,351,07-04-21 21:42
161, El falso mito del idilio entre Vox y la clase trabajadora ,https://blogs.publico.es/dominiopublico/37335/el-falso-mito-del-idilio-entre-vox-y-la-clase-trabajadora/,Inutil,"Vox ha intentado aprovechar el lanzamiento de su campaña electoral en Vallecas con el objetivo de atraer los focos mediáticos y también el rechazo de los vecinos del barrio. En uno de los feudos tradicionales de la izquierda, el acto de la formación de derecha radical se encuadra en un nuevo intento por dirigirse a un votante identitario de Madrid al que le genera rechazo lo que ellos consideran la progresía y la vieja izquierda.",495,4222,243,216,279,39,politica,407,08-04-21 09:36
162, Extremadura perderá cerca del 10% de su población en los próximos 15 años ,https://www.elperiodicoextremadura.com/extremadura/2021/04/06/extremadura-perdera-cerca-10-poblacion-46141085.html,mariasabugo,"Esta es la previsión que maneja el Instituto de Estadística de Extremadura (IEEx), que ayer hizo público su informe bianual de proyección de población para la comunidad en el periodo 2020-2035",304,1179,249,140,164,5,actualidad,410,07-04-21 22:00
163, El Principado publica un catálogo que recoge los 329 quesos que se elaboran en Asturias ,https://www.europapress.es/asturias/asturias-rural-00671/noticia-principado-publica-catalogo-recoge-329-quesos-elaboran-asturias-20210407131111.html,rodda2206,,334,1486,67,164,170,4,actualidad,361,08-04-21 00:14
164," Duro relato de una víctima de abusos en la iglesia: ""Mi padre se suicidó a los dos años de saberlo,... ",https://www.lasexta.com/programas/el-intermedio/andrea-ropero/el-duro-relato-de-una-victima-de-abusos-en-la-iglesia-mi-padre-se-suicido-a-los-dos-anos-de-saberlo-tenia-culpabilidad_20210407606e1c8b5cf6d70001f62548.html,anasmoon,,605,2528,51,242,363,8,actualidad,359,07-04-21 23:48
165, Santiago Abascal encuentra en Vallecas lo que estaba buscando ,https://www.eldiario.es/politica/santiago-abascal-encuentra-vallecas-buscando_129_7386508.html,Llaqui,Ayer un grupo de unos 300 cargos y militantes de Vox buscaron en el mapa dónde estaba Vallecas y fueron a cumplir con el manual de la extrema derecha europea: montar un acto en un barrio humilde de izquierdas y a ver qué pasa. La cosa terminó con Santiago Abascal rompiendo (con permiso) el cordón policial para encararse con los manifestantes que no dejaban de protestar. “Los incidentes han comenzado cuando Abascal ha querido que comiencen. Ha forzado la intervención policial para que desalojaran a los que más gritaban contra él”.,752,4225,400,277,475,69,actualidad,411,08-04-21 07:43
166, El truco de Jandro que emociona y conquista Estados Unidos por tercera vez ,https://as.com/tikitakas/2021/04/07/portada/1617816808_598672.html?id_externo_noti=tikitakas_mod_port,calaña,"En 2020, el valenciano, que ya tenía en el bolsillo al público norteamericano, logró alzarse de nuevo con el trofeo. Y hace pocas fechas lo ha vuelto a hacer incluso sin poder estar presente en el plató de Las Vegas (EEUU) donde se desarrolla habitualmente el programa a causa de las restricciones por la pandemia.",366,13074,125,165,201,3,ocio,513,08-04-21 09:52
167, CC.OO. y UGT se inventan un contrato temporal “especial” peor que los temporales “normales” ,https://laboro-spain.blogspot.com/2021/04/contrato-fijo-obra-construccion-ilegal.html,mr_b,"Todos sabéis que CC.OO. y UGT, los sindicatos que saben comportarse, son descritos por muchos trabajadores como los sindicatos amigos de las grandes empresas. Sin embargo, algunas veces CC.OO. y UGT se juntan con cierta patronal y todos ellos saben comportarse tan excepcionalmente bien que firman convenios sectoriales en los que incluso se saltan los límites más básicos del ET. Por ejemplo, imaginad que firmaran un convenio en el que dijeran que como ese sector es muy especial solo hubiera 15 días naturales de vacaciones. O un convenio que […].",580,2635,54,222,358,1,actualidad,429,08-04-21 09:04
168, La serie rusa de 'El Señor de los Anillos' de hace más de 30 años que es un éxito en el Reino Unido en 2021 ,https://www.theguardian.com/world/2021/apr/05/soviet-tv-version-lord-of-the-rings-rediscovered-after-30-years,ewok,,214,5885,32,103,111,2,cinéfilos,390,07-04-21 03:41
169, Bruselas da la razón a Orona frente al veto alemán a un modelo de sus ascensores ,https://www.naiz.eus/eu/info/noticia/20210407/bruselas-da-la-razon-a-orona-frente-al-veto-aleman-a-un-modelo-de-sus-ascensores,LaResistance,"La Comisión Europea ha dado la razón a la empresa Orona frente al veto que Alemania había impuesto a su ascensor M33v3, lo que da luz verde a reanudar su comercialización en el país germano. Además, ha puesto en valor su trabajo en I+D+i.",244,3073,70,107,137,0,tecnología,428,08-04-21 08:30
170," Trenes, letrados, y libertad de expresión ",https://politikon.es/2021/04/07/trenes-letrados-y-libertad-de-expresion/,ccguy,"La constitución de los Estados Unidos estos días define cinco poderes del estado: el ejecutivo, en manos del presidente, el legislativo, con las dos cámaras del congreso, el judicial, con todos sus tribunales, la letrada mayor del senado, y el Avatar de todo lo bueno de este mundo que es Joe Manchin. Empecemos por la letrada del senado. El viernes contaba cómo el plan de infraestructuras de Biden debía superar un escollo importante antes de ser aprobado. En el senado de los Estados Unidos, por culpa de una regla estúpida de su reglamento (...)",101,2137,18,62,39,1,actualidad,374,08-04-21 00:03
171," Nolotil, ibuprofeno, aspirina y otros fármacos tienen más efectos secundarios graves que AstraZeneca ",https://www.niusdiario.es/sociedad/sanidad/nolotil-ibuprofeno-aspirina-farmacos-habituales-mas-efectos-secundarios-vacuna-astrazeneca_18_3118770172.html,Ferre94,"Son medicamentos comunes, que tenemos muy interiorizados como seguros, pero que pueden causar efectos secundarios más graves y más frecuentes que la vacuna de AstraZeneca.",608,3730,339,279,329,18,actualidad,437,08-04-21 07:15
172, La estación española envía su primer informe meteorológico desde Marte ,https://www.efe.com/efe/espana/efefuturo/la-estacion-espanola-envia-su-primer-informe-meteorologico-desde-marte/50000905-4505651,rodda2206,"La estación medioambiental instalada a bordo del explorador Perseverance de la NASA, liderada por el Centro de Astrobiología español, ha enviado ya su primer informe meteorológico desde el cráter Jezero de Marte.",247,1835,57,129,118,0,ciencia,341,07-04-21 08:23
173, España bate su récord de vacunación con más de 336.000 dosis registradas en las últimas 24 horas ,https://www.niusdiario.es/sociedad/sanidad/record-vacunacion-espana-336000-dosis-24-horas_18_3118770332.html,News333,"Más 336.000 dosis de la vacuna contra el SARS-CoV-2 en 24 horas. España bate su récord de vacunación, establecido en 306.000.",457,1423,140,246,211,3,vacúname,373,07-04-21 19:43
174, Suzhou (China): La novia de una boda descubre que su suegra es su madre ,https://www.20minutos.es/gonzoo/noticia/4647628/0/una-boda-de-locos-la-suegra-de-la-novia-descubre-que-esta-es-en-realidad-su-hija/,pazmegayok,"Lo que pasó en un boda el 31 de marzo en Suzhou (China) no sería creíble si saliera en una película, pero pasó así realmente. Y es que la madre del novio descubrió que la mujer con la que iba a casarse su hijo era hija suya también.  La madre vio que la novia tenía una marca de nacimiento en la mano muy característica. Se acercó a los padres de la novia y les preguntó si ella era adoptada, a lo que estos, sorprendidos, contestaron que así era.",270,8675,80,130,140,3,actualidad,364,07-04-21 13:15
175, Hallan intacta una tableta de chocolate encargada por la reina Victoria de hace 121 años ,https://redhistoria.com/hallan-intacta-una-tableta-de-chocolate-encargada-por-la-reina-victoria-de-hace-121-anos/,pinaveta,"Una tableta de chocolate de una serie encargada hace 121 años por la reina Victoria para levantar el ánimo de la tropas británicas en Sudáfrica ha sido descubierta esta semana en su lata original en la antigua casona Oxburgh Hall, ubicada en el condado Norfolk, en la costa este de Inglaterra.",144,2275,39,61,83,1,Arqueología,376,07-04-21 19:36
176, La Audiencia de Madrid suspende la entrada en prisión  de los 13 condenados de Blanquerna. (CAT) ,https://xavier-rius.blogspot.com/2021/04/la-seccio-30-de-laudiencia-de-madrid.html,radon2,La Audiencia de Madrid suspende la entrada en prisión  de los 13 condenados de Blanquerna que debían entrar esta semana o la siguiente.,367,2042,38,165,202,37,actualidad,394,07-04-21 23:46
177, Unidas Podemos y 'Cowboy de medianoche': cómo matar al crítico ,https://www.infolibre.es/noticias/opinion/columnas/2021/04/07/unidas_podemos_cowboy_medianoche_como_matar_critico_118927_1023.html,Uvieu1926,"Iglesias y los suyos me recuerdan a los protagonistas de Cowboy de medianoche, sobre todo porque la cuestión ya no es si ganan o no unas elecciones, sino preguntarse cómo pueden seguir de pie a estas alturas de la pelea habiendo recibido tantos golpes",424,3314,103,190,234,13,politica,380,07-04-21 10:17
178," Bolsonaro, el capitán al borde del naufragio ",https://actualidad.rt.com/opinion/luis-gonzalo-segura/388732-bolsonaro-capitan-borde-naufragio,mariasabugo,"Una situación crítica en la que las élites económicas exigen cabezas y la cúpula militar exhibe su descontento de forma abierta e históricamente desafiante. El puño de acero de quien en el pasado proyectara su campaña electoral como una operación militar –y una cruzada ideológica y religiosa– pareciera hoy una mano enferma. Porque Brasil zozobra entre sacrificios públicos de políticos para contentar a los mercados, desafíos de altos mandos militares y concesiones políticas poco edificantes. Y ello en mitad de un escenario pandémico sin preceden",307,1365,28,130,177,16,actualidad,365,07-04-21 22:04
179, El inquebrantable vínculo entre los últimos rinocerontes blancos y sus guardianes ,https://ecoosfera.com/rinocerontes-blancos-ultimos-kenia-cuidadores-historia-sudan-animales-peligro-extincion/,Chabelitaenanita,Los dos últimos rinocerontes blancos han encontrado una familia en sus cuidadores. La historia de amor y empatía entre seres humanos y animales.,365,4029,21,137,228,0,actualidad,379,07-04-21 17:34
180," Miguel Frontera, el acosador de Iglesias y Montero haciéndose fotos con la UIP ",https://twitter.com/DaniGagoPhoto/status/1379897719121178627?s=20,Álvaro91,"Uno de los provocadores fascistas, Miguel Frontera, el acosador de Pablo Iglesias e Irene Montero. Insultando a los Vallecanos y haciendose fotos con la UIP.",726,10710,58,294,432,53,actualidad,397,07-04-21 23:59
181, Fuimos hipercarnívoros durante dos millones de años ,https://www.abc.es/ciencia/abci-fuimos-hipercarnivoros-durante-millones-anos-202104070109_noticia.html,filosofo,"Un rompedor estudio sugiere que alimentarnos principalmente de la carne de animales grandes durante la Edad de Piedra impulsó nuestra evolución.  Durante dos millones de años, fuimos hipercarnívoros y solo la extinción de esos gigantes (conocidos como megafauna) en varias partes del mundo nos llevó a aumentar gradualmente los vegetales en la nutrición. «La acidez en nuestro estómago es alta en comparación con los omnívoros porque,  a menudo, se consumía carne vieja que contenía muchas bacterias y necesitaba alta acidez para eliminarlas».",210,1706,93,114,96,5,cultura,433,08-04-21 00:15
182, Doce años de cárcel para el conductor sin carné que arrolló y mató a un motorista en Ourense y luego se dio a la fuga ,https://www.lavozdegalicia.es/noticia/ourense/ourense/2021/04/07/doce-anos-carcel-conductor-carne-arrollo-mato-motorista-ourense-dio-fuga/00031617796173445828456.htm,filosofo,"Los jueces dan por hecho que el acusado prefirió sacrificar la vida de la víctima a permitir que se descubriera que no tenía el permiso vigente. «No solo no frenó tras contactar con especial violencia con la motocicleta, sino que aceleró y con ello arrastró brutalmente al motociclista, lo que a buen seguro le causó la muerte»  El padre de la víctima vio el conductor, ahora condenado, sonriendo después de haber pasado por encima del cuerpo de su hijo.",425,2674,45,165,260,2,actualidad,401,07-04-21 21:59
183, Lo que ha pasado esta tarde en Vallecas resumido en menos de 30 segundos ,https://twitter.com/spanishrevorg/status/1379899676137246726,Álvaro91,Lo que ha pasado esta tarde en Vallecas resumido en menos de 30 segundos.,328,15441,323,234,94,64,actualidad,546,07-04-21 23:23
184, FACUA compara más de 100 tarifas de móvil con llamadas ilimitadas: diferencias de hasta el 176% ,https://www.facua.org/es/noticia.php?Id=16649,rodda2206,"Consumidores en Acción ha realizado un análisis comparativo sobre las 102 tarifas móviles con llamadas nacionales ilimitadas que ofrecen 24 compañías. Las más económicas van desde los 6,90 euros mensuales con 5 Gb hasta los 25 euros con datos ilimitados. Las diferencias tarifarias en ofertas de similares características alcanzan el 176%.",242,6645,41,108,134,2,actualidad,417,07-04-21 19:48
185, Sanidad y las comunidades acuerdan suspender la vacunación con AstraZeneca a menores de 60 años ,https://www.eldiario.es/sociedad/sanidad-sigue-adelante-vacunaciones-astrazeneca-espana-limitaciones-edad_1_7384686.html,mariasabugo,El Ministerio de Sanidad ha propuesto a las Comunidades Autónomas administrar por el momento la vacuna contra la COVID-19 de AstraZeneca y la Universidad de Oxford solo a mayores de 60 años,276,1501,131,138,138,9,actualidad,466,07-04-21 22:28
186, Equivalencias de procesadores Intel y AMD: Guía completa ,https://www.muycomputer.com/2021/04/06/guia-procesadores-intel-y-amd-2021/,barney_77,"Entre 2017 y 2021 los procesadores Intel y AMD han experimentado una evolución enorme, más profunda, rápida y marcada que la que vivimos entre 2011 y 2016. Esa evolución estuvo impulsada, principalmente, por el golpe de autoridad que dio AMD con la arquitectura Zen, aunque no debemos olvidarnos de la respuesta que dio Intel, ya que la compañía de Santa Clara se vio obligada a abandonar el jardín de los cuatro núcleos.",169,5848,35,97,72,3,tecnología,431,07-04-21 20:34
187," Desarrollan una ""pastilla"" revolucionaria para administrar insulina por la boca y no con pinchazos ",https://cadenaser.com/ser/2021/04/06/ciencia/1617726274_710845.amp.html?__twitter_impression=true,rodda2206,"El nuevo sistema permite la administración de insulina por la boca y evita las actuales inyecciones subcutáneas, que son más difíciles de aplicar y que, sobre todo, tienen efectos secundarios al ser muy frecuentes",368,1495,38,168,200,0,ciencia,428,06-04-21 18:31
188, Carlos Herrera llama “escoria” a Unidas Podemos ,https://diario16.com/herrera-llama-escoria-a-unidas-podemos/,Uvieu1926,"El candidato de Unidas Podemos a la presidencia de la Comunidad de Madrid, ha denunciado “una campaña de una agresividad sin límites de los líderes de la derecha mediática y un ninguneo de las propuestas de la izquierda”, porque “saben que pueden perder Madrid”",779,2693,91,303,476,26,politica,458,07-04-21 22:16
189, La Mezquita Central de Madrid financiaba al-Qaeda ,https://www.voltairenet.org/article212613.html,me_joneo_pensando_en_ti,"La Conferencia Islámica de España es el único órgano reconocido por las leyes españolas para representar a los musulmanes en ese país. La policía española descubrió que el presidente de la Conferencia Islámica de España y el tesorero de la Mezquita Central de Madrid habían instaurado un sistema de colectas de naturaleza supuestamente humanitaria que en realidad servía única y exclusivamente para financiar a los yihadistas de al-Qaeda en Siria. Las donaciones que recibían, generalmente de 30 euros mensuales, se consignaban como destinadas a",517,809,98,205,312,8,actualidad,487,07-04-21 20:48
190, Expatriados británicos abandonan España para evitar la deportación tras volverse ilegales por el Brexit [ING] ,https://www.cityam.com/british-expats-flee-spain-to-avoid-deportation-as-post-brexit-rules-turn-them-into-illegal-immigrants/,gelatti,"Miles de británicos indocumentados expatriados en España están volviendo al Reino Unido por el miedo a ser multados o deportados como resultado de las reglas de inmigración post-Brexit en España. Aquellos que no solicitaron los documentos de residencia o los que fueron rechazados sólo podían permanecer en el país hasta 90 días, siguiendo el fin del acuerdo de transición del 31 de diciembre.",338,1872,72,141,197,2,actualidad,467,07-04-21 22:35
191, Una propuesta de subida del 400% del canon digital amenaza con encarecer la tecnología ,https://www.vozpopuli.com/economia_y_finanzas/canon-digital-subida-moviles.html,Condetino,"El canon para cualquier teléfono móvil era hasta ahora de 1,10 euros. La subida alcanzaría los 5,50 euros por unidad en los modelos con más memoria. La media europea es de casi el doble, 9,03 euros.",281,832,81,130,151,1,tecnología,465,07-04-21 18:57
192, Nómina del siglo I ,https://archivoshistoriapatrimonio.blogspot.com/2021/03/nomina-del-siglo-i.html?m=1,Mysanthropus,"En Masada, Primera Guerra Judía, participó Gayo Mesio como soldado romano, su nómina ha sido encontrada por arqueólogos en un papiro que data del siglo I.",127,2524,17,61,66,0,cultura,513,07-04-21 22:22
193, Las preguntas a la víctima de la manada de Sabadell eran duras y exhaustivas. Y eso le beneficia ,https://magnet.xataka.com/un-mundo-fascinante/preguntas-a-victima-manada-sabadell-eran-duras-exhaustivas-eso-le-beneficia,ccguy,"José María de Pablo, abogado penalista, ha sido una de las múltiples voces del ámbito jurídico que han salido a denunciar el trabajo del fiscal, tildando su interrogatorio de ""impecable"": ""En nuestro sistema la carga de la prueba la tiene quien acusa. En este caso acusa el Fiscal y tiene la obligación de probar los hechos de los que acusa"". Con esas preguntas, que tilda de ""educadas"" y ""respetuosas"", el jurista afirma que se está ""ayudando a la víctima a convencer al Tribunal"", ya que de no haber concretado diversos puntos, (...)",228,2514,89,100,128,1,actualidad,400,07-04-21 21:15
194," ""Misma pasión"": el acoso machista a la portera del Madrid se convierte en ola por la igualdad ",https://www.20minutos.es/deportes/noticia/4647764/0/misa-rodriguez-portera-real-madrid-borra-tuit-ataques-machistas/,ChanVader,"Aprovechando la victoria del Real Madrid ante el Liverpool en la Champions y el gol de Marco Asensio, Misa publicó una imagen suya junto a la del jugador, ambos con gestos similares y el texto “misma pasión”. A continuación se multiplicaron mensajes del tipo “tienes ganas de empotrarlo”, “Esa quiere parar dos pelotas a la vez”, “No te lo vas a follar” o “No se la vas a chupar”. Motivo que llevó a la jugadora blanca a borrar el tuit. La reacción de los jugadores blancos fue compartir las mismas palabras con fotos similares.",347,6213,120,149,198,41,actualidad,424,07-04-21 18:06
195," Movistar incluye la compra obligatoria de un móvil para contratar sus paquetes Fusión, que suben tres euros al mes ",http://elpais.com/economia/2021-04-07/movistar-incluye-la-compra-obligatoria-de-un-movil-para-contratar-sus-paquetes-fusion-que-suben-tres-euros-al-mes.html,Lord_Cromwell,"Movistar renovará a partir del 11 de abril todas sus tarifas Fusión de paquetes convergentes (fijo, móvil y datos) con un nuevo catálogo de planes que incluye obligatoriamente la compra de un móvil en sus diferentes modalidades. Los nuevos precios supondrán un incremento mínimo de tres euros al mes, aunque si el cliente quiere acceder a terminales distintos a los incluidos por defecto en la cuota mensual tendrá que abonar una cantidad extra mensual durante 36 meses, que en función de la tarifa y de las prestaciones del móvil seleccionado.",307,2126,145,133,174,1,actualidad,431,07-04-21 20:05
196, La UE convoca una reunión de urgencia de ministros de Sanidad por la crisis de AstraZeneca ,https://www.lasprovincias.es/sociedad/salud/castilla-leon-suspende-20210407101250-ntrc.html,Ergo,,482,2172,271,195,287,0,vacúname,807,07-04-21 13:17
197, España registra el mayor descenso de esperanza de vida en la UE en 2020 ,https://www.20minutos.es/noticia/4647534/0/espana-registra-el-mayor-descenso-de-esperanza-de-vida-en-la-ue-en-2020/,Wurmspiralmaschine,"La esperanza de vida al nacer disminuyó en España 1,6 años en 2020 en comparación con el año anterior, lo que supuso el mayor descenso entre los Estados miembros de la Unión Europea (UE), según publicó este miércoles la oficina de estadística comunitaria, Eurostat. En el año 2019 la esperanza de vida en España era de 84 años y en 2020 la cifra se redujo hasta los 82,4 años, unos datos que se asemejan a los estimados en 2012 con una media de 82,5 años.Los mayores descensos se registraron en España (-1,6 años) y Bulgaria (-1,5)",251,2030,57,130,121,3,actualidad,380,07-04-21 13:40
198, Sanidad propone a las comunidades vacunar con AstraZeneca solo a mayores de 60 ,https://www.efe.com/efe/espana/sociedad/sanidad-propone-a-las-comunidades-vacunar-con-astrazeneca-solo-mayores-de-60/10004-4506380,pinaveta,"El Ministerio de Sanidad ha propuesto a las comunidades autónomas inyectar la vacuna contra el covid-19 de AstraZeneca solo a mayores de 60 años, franja de edad a la que se podrían ajustar otros países de la UE",180,1056,138,95,85,0,actualidad,424,07-04-21 21:12
199," Grace Hopper, la mujer que revolucionó la programación ",https://agenciab12.com/noticia/grace-hopper-mujer-revoluciono-programacion,NubisMusic,"Amazing Grace (Increíble Grace o Asombrosa Grace) o Queen of Sotware (Reina del Software) eran los apodos de Grace Hopper, una doctora en Matemáticas neoyorkina que dedicó su carrera profesional a las Ciencias de la Computación y cuyo trabajo influyó ostensiblemente en la evolución de la informática. Fue una de las primeras desarrolladoras de software de la historia, creó el compilador, fue la primera mujer de la British Computer Society (en 1973)… y estos son algunos hitos de su vida. Ahondamos en la historia de Grace Hopper, la mujer que...",254,1275,32,119,135,3,cultura,450,07-04-21 17:33
